,id,neighbourhood_cleansed,city,state,zipcode,smart_location,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
0,12147973,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,,250.0,,,,,,,,,
1,3075044,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,65.0,400.0,,94.0,10.0,9.0,10.0,10.0,9.0,9.0
2,6976,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,65.0,395.0,1350.0,98.0,10.0,9.0,10.0,10.0,9.0,10.0
3,1436513,Roslindale,Boston,MA,,"Boston, MA",House,Private room,4,1.0,1.0,2.0,Real Bed,,75.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4,7651065,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,1.5,1.0,2.0,Real Bed,,79.0,,,99.0,10.0,10.0,10.0,10.0,9.0,10.0
5,12386020,Roslindale,Boston,MA,02131,"Boston, MA",Condominium,Private room,2,1.0,1.0,1.0,Real Bed,,75.0,,,100.0,10.0,10.0,10.0,10.0,9.0,10.0
6,5706985,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,100.0,,,90.0,10.0,10.0,10.0,10.0,9.0,9.0
7,2843445,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,2.0,1.0,1.0,Real Bed,,75.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
8,753446,Roslindale,Roslindale,MA,02131,"Roslindale, MA",Condominium,Private room,2,1.0,1.0,2.0,Real Bed,12.0,58.0,,,96.0,10.0,10.0,10.0,10.0,9.0,10.0
9,849408,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,,229.0,,,94.0,10.0,9.0,10.0,10.0,9.0,9.0
10,12023024,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,60.0,,,80.0,10.0,8.0,8.0,10.0,10.0,10.0
11,1668313,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,57.0,350.0,1125.0,94.0,9.0,10.0,10.0,10.0,9.0,9.0
12,2684840,Roslindale,Boston,MA,02131,"Boston, MA",Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,93.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
13,13547301,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,,150.0,,,97.0,10.0,10.0,10.0,10.0,9.0,10.0
14,5434353,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,2,1.5,2.0,2.0,Real Bed,,145.0,950.0,3000.0,91.0,9.0,9.0,10.0,9.0,9.0,9.0
15,225979,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,1,0.0,1.0,1.0,Real Bed,,60.0,350.0,1100.0,96.0,9.0,10.0,10.0,10.0,9.0,10.0
16,3420384,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,4,1.0,1.0,3.0,Real Bed,,165.0,750.0,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17,13512930,Roslindale,Boston,MA,02131,"Boston, MA",Condominium,Private room,2,1.0,1.0,1.0,Real Bed,,75.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
18,7482195,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,49.0,,,,,,,,,
19,7252607,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,49.0,280.0,950.0,95.0,9.0,10.0,10.0,10.0,9.0,10.0
20,2583074,Roslindale,Boston,MA,02131,"Boston, MA",Villa,Private room,1,2.5,1.0,1.0,Real Bed,,40.0,250.0,800.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0
21,13251243,Roslindale,Roslindale,MA,02131,"Roslindale, MA",House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,,120.0,,,98.0,10.0,10.0,10.0,10.0,10.0,10.0
22,225834,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,2,0.0,1.0,1.0,Real Bed,,70.0,420.0,1320.0,98.0,9.0,10.0,10.0,10.0,9.0,9.0
23,6400432,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,,150.0,700.0,2500.0,88.0,9.0,9.0,9.0,10.0,9.0,10.0
24,5498472,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,5,3.5,4.0,3.0,Real Bed,,175.0,,2800.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
25,894539,Roslindale,Roslindale,MA,02131,"Roslindale, MA",House,Private room,2,1.5,1.0,1.0,Real Bed,,95.0,625.0,,96.0,10.0,10.0,10.0,10.0,9.0,10.0
26,879929,Roslindale,Roslindale,MA,02131,"Roslindale, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,90.0,500.0,1500.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0
27,9218312,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,95.0,500.0,1600.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0
28,321328,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,100.0,500.0,1500.0,90.0,9.0,8.0,10.0,9.0,9.0,9.0
29,1810172,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,67.0,400.0,1300.0,96.0,10.0,9.0,10.0,10.0,9.0,10.0
30,6513924,Roslindale,Boston,MA,02131,"Boston, MA",Condominium,Private room,1,1.0,1.0,1.0,Real Bed,,55.0,,,92.0,10.0,9.0,10.0,10.0,9.0,9.0
31,7093109,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,,200.0,,,100.0,10.0,10.0,10.0,10.0,9.0,10.0
32,14690527,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,150.0,,,,,,,,,
33,7086825,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,49.0,280.0,950.0,98.0,9.0,9.0,10.0,10.0,9.0,10.0
34,1861070,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,1,1.5,1.0,1.0,Real Bed,,75.0,490.0,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
35,4283698,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,110.0,680.0,2300.0,87.0,9.0,9.0,10.0,10.0,9.0,9.0
36,10116095,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,115.0,,,,,,,,,
37,8548176,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,16,1.0,3.0,5.0,Real Bed,,125.0,,,91.0,10.0,10.0,10.0,10.0,9.0,9.0
38,4922204,Roslindale,"Roslindale, Boston",MA,02131,"Roslindale, Boston, MA",House,Entire home/apt,16,2.5,3.0,7.0,Real Bed,,200.0,,,95.0,10.0,10.0,10.0,10.0,10.0,9.0
39,4085362,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,2.0,1.0,1.0,Real Bed,,75.0,,,97.0,10.0,10.0,10.0,10.0,10.0,10.0
40,3755609,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,78.0,510.0,1800.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0
41,13768853,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,4,1.0,1.0,2.0,Real Bed,,50.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
42,1936861,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,60.0,,,98.0,10.0,10.0,10.0,10.0,9.0,10.0
43,4461111,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,1,1.5,1.0,1.0,Real Bed,,45.0,300.0,900.0,100.0,9.0,10.0,10.0,9.0,7.0,9.0
44,1724900,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,145.0,882.0,2790.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0
45,13937181,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,2.0,1.0,1.0,Real Bed,,45.0,,,96.0,10.0,9.0,10.0,10.0,9.0,9.0
46,3968797,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,1.5,1.0,1.0,Real Bed,,85.0,500.0,1000.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0
47,1494726,Roslindale,Roslindale,MA,02131,"Roslindale, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,200.0,75.0,499.0,1499.0,93.0,9.0,10.0,10.0,10.0,10.0,10.0
48,8473851,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,2,2.0,1.0,1.0,Real Bed,,50.0,,,99.0,10.0,10.0,10.0,10.0,9.0,10.0
49,3575220,Roslindale,Boston,MA,02131,"Boston, MA",House,Private room,1,2.5,1.0,1.0,Real Bed,,45.0,300.0,900.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0
50,1591827,Roslindale,Roslindale,MA,02131,"Roslindale, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,90.0,60.0,,,92.0,10.0,10.0,10.0,10.0,9.0,9.0
51,3229255,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,95.0,,,99.0,10.0,10.0,10.0,10.0,10.0,10.0
52,1721016,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,89.0,837.0,2790.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
53,12535687,Roslindale,Boston,MA,02131,"Boston, MA",Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,,110.0,,,,,,,,,
54,12994227,Roslindale,Boston,MA,02131,"Boston, MA",Condominium,Private room,2,1.0,1.0,1.0,Pull-out Sofa,,65.0,,,,,,,,,
55,12927298,Roslindale,Boston,MA,02131,"Boston, MA",House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,,285.0,,,80.0,10.0,10.0,10.0,10.0,8.0,6.0
56,169938,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,140.0,1000.0,4050.0,,,,,,,
57,594693,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,70.0,350.0,1300.0,93.0,9.0,8.0,10.0,10.0,10.0,9.0
58,2384581,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,95.0,,,93.0,9.0,9.0,10.0,10.0,10.0,9.0
59,735970,Jamaica Plain,Boston,MA,02130,"Boston, MA",Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,1000.0,55.0,350.0,,100.0,10.0,9.0,9.0,9.0,10.0,10.0
60,4262255,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,80.0,,,99.0,10.0,10.0,10.0,10.0,10.0,10.0
61,4000384,Jamaica Plain,Boston,MA,02119,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,120.0,,,97.0,10.0,10.0,10.0,10.0,9.0,10.0
62,6693305,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,65.0,,,100.0,10.0,8.0,10.0,10.0,10.0,10.0
63,6730758,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,4,1.0,1.0,2.0,Real Bed,,100.0,600.0,,97.0,10.0,10.0,10.0,10.0,9.0,10.0
64,6248970,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,65.0,400.0,,96.0,10.0,9.0,10.0,10.0,9.0,10.0
65,12806707,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,60.0,,,,,,,,,
66,14246616,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,63.0,,,73.0,9.0,5.0,10.0,10.0,9.0,9.0
67,3703674,Jamaica Plain,Boston,MA,02130,"Boston, MA",Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,,75.0,,,100.0,9.0,10.0,10.0,9.0,10.0,9.0
68,4792901,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,65.0,250.0,850.0,90.0,9.0,9.0,9.0,9.0,10.0,9.0
69,5717528,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,110.0,500.0,1600.0,94.0,10.0,10.0,10.0,9.0,9.0,9.0
70,5601743,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,46.0,210.0,1000.0,82.0,8.0,7.0,9.0,9.0,9.0,8.0
71,13333862,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,3,1.0,1.0,1.0,Real Bed,,75.0,,,,,,,,,
72,519272,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.5,1.0,1.0,Real Bed,1700.0,62.0,600.0,,98.0,10.0,10.0,10.0,10.0,10.0,10.0
73,14090779,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Private room,2,1.5,1.0,1.0,Real Bed,,69.0,,,,,,,,,
74,8481291,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,69.0,450.0,1500.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
75,6990904,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,2.0,1.0,1.0,Real Bed,,73.0,450.0,1596.0,99.0,10.0,9.0,10.0,10.0,9.0,10.0
76,197727,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,85.0,500.0,1200.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0
77,932853,Jamaica Plain,Jamaica Plain,MA,02130,"Jamaica Plain, MA",Apartment,Private room,2,2.0,1.0,1.0,Real Bed,,120.0,900.0,2500.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0
78,11159585,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,3.5,1.0,2.0,Real Bed,,125.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
79,9677354,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Pull-out Sofa,,70.0,,,93.0,10.0,9.0,10.0,10.0,10.0,9.0
80,13426831,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Private room,2,1.0,1.0,1.0,Real Bed,,100.0,,,,,,,,,
81,7956634,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Private room,2,1.0,1.0,1.0,Real Bed,,61.0,360.0,1280.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0
82,568234,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,4,1.0,1.0,2.0,Real Bed,,125.0,,,97.0,10.0,10.0,10.0,10.0,10.0,10.0
83,1030500,Jamaica Plain,Jamaica Plain,MA,02130,"Jamaica Plain, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,100.0,550.0,1500.0,88.0,9.0,9.0,10.0,10.0,8.0,9.0
84,13652374,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,27.0,,,,,,,,,
85,12930651,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,80.0,,,98.0,10.0,9.0,10.0,10.0,10.0,10.0
86,3997572,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,85.0,,,100.0,10.0,10.0,10.0,10.0,9.0,9.0
87,4223387,Jamaica Plain,Boston,MA,02119,"Boston, MA",House,Private room,3,1.0,1.0,2.0,Real Bed,,75.0,,,91.0,9.0,10.0,10.0,10.0,9.0,9.0
88,12855396,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,57.0,,,20.0,10.0,10.0,10.0,10.0,2.0,6.0
89,12426823,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,100.0,,,,,,,,,
90,14361322,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,40.0,,,,,,,,,
91,2963419,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,100.0,530.0,1600.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0
92,5904732,Jamaica Plain,Boston,MA,02119,"Boston, MA",House,Private room,2,2.5,1.0,1.0,Real Bed,,70.0,420.0,1400.0,93.0,10.0,10.0,10.0,10.0,9.0,10.0
93,3591359,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,190.0,,,95.0,10.0,9.0,10.0,10.0,9.0,10.0
94,2538536,Jamaica Plain,Brookline,MA,,"Brookline, MA",Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,149.0,950.0,3100.0,95.0,9.0,9.0,10.0,10.0,10.0,10.0
95,4975581,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,,168.0,1000.0,3528.0,94.0,9.0,10.0,10.0,10.0,9.0,9.0
96,4767023,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Entire home/apt,5,2.0,3.0,4.0,Real Bed,,205.0,975.0,,87.0,10.0,9.0,10.0,10.0,8.0,9.0
97,6364042,Jamaica Plain,Boston,MA,02119,"Boston, MA",House,Private room,2,2.5,1.0,1.0,Real Bed,,65.0,500.0,,92.0,9.0,9.0,9.0,10.0,9.0,9.0
98,7986179,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,,75.0,,,92.0,10.0,9.0,10.0,10.0,9.0,10.0
99,14109003,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Entire home/apt,4,1.0,2.0,4.0,Real Bed,,117.0,,,,,,,,,
100,1109224,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,8,2.0,4.0,6.0,Real Bed,,429.0,2699.0,7999.0,91.0,10.0,9.0,9.0,10.0,9.0,9.0
101,1067184,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,95.0,635.0,,95.0,9.0,9.0,10.0,9.0,10.0,9.0
102,13215952,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,69.0,,,,,,,,,
103,777903,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,,1.0,1.0,Real Bed,,85.0,565.0,,94.0,10.0,9.0,10.0,10.0,10.0,10.0
104,1301500,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Futon,,69.0,450.0,1500.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
105,8923817,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,165.0,980.0,2900.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0
106,14057466,Jamaica Plain,"Jamaica Plain, Boston",MA,02130,"Jamaica Plain, Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,150.0,,,90.0,10.0,10.0,10.0,10.0,10.0,9.0
107,14909417,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Entire home/apt,7,1.0,4.0,4.0,Real Bed,,267.0,,,,,,,,,
108,5521378,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,87.0,533.0,1550.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0
109,13041602,Jamaica Plain,Boston,MA,02130,"Boston, MA",Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,,62.0,,,96.0,10.0,10.0,10.0,10.0,9.0,10.0
110,2621242,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,110.0,700.0,2300.0,97.0,10.0,10.0,9.0,9.0,10.0,10.0
111,950046,Jamaica Plain,Jamaica Plain,MA,02130,"Jamaica Plain, MA",Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,,250.0,,,90.0,9.0,10.0,9.0,10.0,10.0,10.0
112,3342094,Jamaica Plain,Jamaica Plain (Boston),MA,02130,"Jamaica Plain (Boston), MA",Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,,150.0,1500.0,5040.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0
113,5652147,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,,300.0,,,93.0,9.0,9.0,9.0,9.0,9.0,9.0
114,14105971,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,119.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
115,2875267,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,175.0,,,99.0,10.0,10.0,10.0,10.0,10.0,10.0
116,9485607,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,,195.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
117,7273770,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,145.0,,,90.0,10.0,9.0,10.0,10.0,10.0,9.0
118,5405928,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,200.0,,,92.0,10.0,9.0,10.0,10.0,10.0,9.0
119,4586681,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Futon,,90.0,600.0,,99.0,10.0,10.0,10.0,10.0,10.0,10.0
120,1113272,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,210.0,1700.0,7000.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0
121,12647606,Jamaica Plain,Jamaica Plain,MA,02130,"Jamaica Plain, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,75.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
122,10271867,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,46.0,,,90.0,10.0,8.0,10.0,10.0,9.0,9.0
123,7879708,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Private room,2,1.0,1.0,1.0,Real Bed,,75.0,450.0,1800.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
124,3881993,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,,500.0,,,89.0,9.0,8.0,9.0,9.0,9.0,8.0
125,12566065,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,60.0,,,90.0,10.0,9.0,10.0,10.0,8.0,10.0
126,6602217,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,,130.0,899.0,2200.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0
127,3276286,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,,190.0,,,88.0,9.0,9.0,10.0,10.0,9.0,9.0
128,2014651,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,100.0,,,91.0,9.0,9.0,10.0,10.0,9.0,9.0
129,6053700,Jamaica Plain,Jamaica Plain,MA,02130,"Jamaica Plain, MA",House,Entire home/apt,6,3.0,3.0,6.0,Real Bed,,450.0,2500.0,6000.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
130,4405982,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,8,2.0,4.0,4.0,Real Bed,,399.0,,,99.0,10.0,10.0,10.0,10.0,10.0,10.0
131,250983,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,,350.0,,,98.0,10.0,9.0,10.0,10.0,9.0,9.0
132,2308630,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1000.0,200.0,1250.0,,98.0,10.0,10.0,10.0,10.0,10.0,10.0
133,8272350,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,99.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
134,12368012,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,,295.0,,,,,,,,,
135,4098410,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,107.0,,,81.0,9.0,8.0,9.0,9.0,8.0,8.0
136,6322283,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,69.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
137,7823025,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,76.0,541.0,1630.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0
138,9549850,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,75.0,,1200.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0
139,7845607,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,1,1.0,1.0,1.0,Real Bed,,55.0,,,78.0,9.0,6.0,9.0,9.0,9.0,8.0
140,14071446,Jamaica Plain,Boston,MA,02130,"Boston, MA",Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,65.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
141,14218904,Jamaica Plain,Boston,MA,02130,"Boston, MA",Condominium,Private room,2,1.5,1.0,1.0,Real Bed,,59.0,,,,,,,,,
142,11826815,Jamaica Plain,Boston,MA,02130,"Boston, MA",House,Private room,2,1.0,1.0,1.0,Real Bed,,88.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
