,id,neighbourhood_cleansed,city,state,zipcode,smart_location,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
954,8518665,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,169.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
955,13494185,South End,Boston,MA,02116,"Boston, MA",Townhouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,145.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
956,10427199,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,219.0,,,90.0,9.0,10.0,10.0,10.0,10.0,9.0
957,851927,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,,150.0,875.0,3500.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
958,12287958,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,215.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
959,4461901,South End,Boston,MA,02116,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,155.0,,,100.0,9.0,9.0,10.0,10.0,10.0,10.0
960,5714786,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,138.0,,,70.0,8.0,9.0,9.0,8.0,10.0,8.0
961,13713143,South End,Boston,MA,02116,"Boston, MA",Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,,170.0,,,,,,,,,
962,1277618,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,170.0,880.0,,84.0,7.0,7.0,10.0,10.0,10.0,7.0
963,9731479,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,195.0,,,94.0,9.0,10.0,10.0,10.0,10.0,9.0
964,1899770,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,125.0,714.0,,97.0,10.0,10.0,10.0,10.0,10.0,9.0
965,13707814,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,250.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
966,2916208,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,100.0,,1600.0,92.0,10.0,9.0,9.0,10.0,9.0,9.0
967,8082512,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,137.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
968,8403945,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,137.0,,,,,,,,,
969,8686165,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,199.0,,,91.0,10.0,10.0,9.0,9.0,9.0,9.0
970,4750791,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,239.0,,5450.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0
971,8846202,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,185.0,995.0,3295.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0
972,2292495,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,175.0,800.0,2700.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0
973,13171246,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,200.0,,,95.0,10.0,10.0,10.0,10.0,10.0,10.0
974,1489289,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,175.0,,,93.0,9.0,9.0,10.0,10.0,9.0,9.0
975,14591627,South End,Boston,MA,02118,"Boston, MA",Condominium,Private room,3,1.5,1.0,2.0,Real Bed,,125.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
976,12384469,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,150.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
977,8206536,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,150.0,,,,,,,,,
978,9933886,South End,Boston,MA,02116,"Boston, MA",Dorm,Private room,2,1.0,1.0,1.0,Real Bed,,75.0,,,83.0,8.0,9.0,9.0,9.0,9.0,8.0
979,7205210,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,200.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
980,13318173,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,275.0,,,100.0,10.0,10.0,10.0,10.0,10.0,9.0
981,8992733,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,120.0,,,,,,,,,
983,7796658,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,125.0,,,94.0,9.0,9.0,9.0,10.0,9.0,9.0
984,11588543,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,265.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
985,1275498,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,160.0,,3100.0,89.0,9.0,10.0,9.0,9.0,10.0,9.0
986,8025718,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,155.0,,,93.0,9.0,10.0,9.0,10.0,10.0,9.0
987,7476340,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,137.0,,,,,,,,,
988,4879702,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,99.0,1250.0,4235.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0
989,225224,South End,Boston,MA,02116,"Boston, MA",House,Private room,1,,1.0,1.0,Real Bed,,98.0,625.0,,91.0,9.0,8.0,10.0,9.0,10.0,9.0
990,7694559,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,150.0,,,,,,,,,
991,12253029,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,125.0,,,97.0,10.0,9.0,10.0,10.0,10.0,10.0
992,7714627,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,235.0,1400.0,5000.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0
993,12890156,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,149.0,,,92.0,10.0,8.0,10.0,10.0,10.0,9.0
994,5074924,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,100.0,,,84.0,9.0,9.0,10.0,9.0,10.0,9.0
995,2372987,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,164.0,,,86.0,9.0,10.0,9.0,9.0,9.0,9.0
996,7368611,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,185.0,,,92.0,10.0,10.0,10.0,10.0,10.0,9.0
997,3601030,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,250.0,1690.0,5960.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0
998,9841645,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,100.0,,,,,,,,,
999,14414330,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,275.0,,,100.0,10.0,10.0,8.0,10.0,10.0,10.0
1000,4860853,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,225.0,,,80.0,8.0,9.0,8.0,8.0,9.0,8.0
1001,5532549,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,250.0,,,95.0,10.0,10.0,10.0,10.0,10.0,9.0
1002,8631257,South End,Boston,MA,02116,"Boston, MA",Loft,Private room,1,1.5,1.0,1.0,Real Bed,,50.0,650.0,,,,,,,,
1003,9663423,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,115.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1004,6763409,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,150.0,,,67.0,8.0,7.0,9.0,7.0,9.0,7.0
1005,3289921,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,,170.0,800.0,2500.0,88.0,8.0,9.0,10.0,10.0,8.0,9.0
1006,5976821,South End,Boston,MA,02116,"Boston, MA",Apartment,Shared room,2,1.0,1.0,1.0,Airbed,,125.0,,,97.0,10.0,9.0,10.0,10.0,10.0,10.0
1007,8680170,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,2.0,2.0,1.0,Real Bed,,250.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1008,11841986,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,,229.0,,,73.0,7.0,7.0,8.0,8.0,9.0,7.0
1009,6287797,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,90.0,540.0,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1010,8827268,South End,Boston,MA,02210,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,200.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1011,5075267,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,100.0,,,76.0,8.0,9.0,9.0,9.0,10.0,8.0
1012,798957,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,306.0,1380.0,4872.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0
1013,11710680,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,229.0,,,95.0,10.0,10.0,10.0,10.0,10.0,10.0
1014,11686744,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,199.0,,,100.0,10.0,10.0,10.0,9.0,10.0,10.0
1015,8088370,South End,Boston,MA,02118,"Boston, MA",Loft,Shared room,1,1.0,1.0,1.0,Pull-out Sofa,,67.0,,,93.0,9.0,9.0,9.0,9.0,10.0,9.0
1016,4742275,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,120.0,950.0,3400.0,97.0,9.0,9.0,10.0,10.0,10.0,9.0
1017,7645862,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,,239.0,1533.0,4950.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1018,9821291,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,130.0,,,,,,,,,
1019,9611852,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,197.0,,,98.0,10.0,10.0,10.0,10.0,10.0,10.0
1020,7294565,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.5,1.0,1.0,Real Bed,,85.0,,,80.0,8.0,8.0,10.0,10.0,8.0,8.0
1021,14821911,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,225.0,,,,,,,,,
1023,9728602,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,266.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1024,5058148,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,160.0,1000.0,4400.0,95.0,9.0,10.0,10.0,9.0,10.0,9.0
1025,6762011,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,150.0,,,,,,,,,
1026,11873789,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,280.0,,,93.0,10.0,10.0,10.0,10.0,9.0,9.0
1027,12496332,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,60.0,,,,,,,,,
1028,585148,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,750.0,225.0,,3500.0,93.0,10.0,9.0,9.0,10.0,9.0,9.0
1029,5582163,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,170.0,,,97.0,10.0,10.0,10.0,10.0,10.0,9.0
1030,5352623,South End,Boston,MA,02118,"Boston, MA",Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,,168.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1031,322593,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,183.0,1476.0,5208.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0
1032,6810723,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,137.0,,,,,,,,,
1033,11902134,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,,300.0,,,88.0,9.0,8.0,10.0,10.0,10.0,9.0
1034,14461998,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,,166.0,,,90.0,9.0,10.0,10.0,10.0,9.0,10.0
1035,10227043,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,350.0,1800.0,5000.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0
1036,14709217,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,149.0,,,,,,,,,
1037,2683284,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,190.0,,,92.0,10.0,9.0,10.0,10.0,9.0,9.0
1038,11397511,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,180.0,,,96.0,10.0,10.0,10.0,10.0,10.0,9.0
1039,1252289,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,99.0,649.0,2190.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0
1040,4679319,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,110.0,800.0,3000.0,75.0,6.0,8.0,9.0,9.0,10.0,8.0
1041,8006992,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,210.0,1400.0,5000.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0
1042,7513605,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,155.0,,,80.0,9.0,9.0,8.0,8.0,10.0,7.0
1043,8371115,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,178.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1046,13378936,South End,Boston,MA,02116,"Boston, MA",Townhouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,170.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1047,11041684,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,129.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
1048,13378923,South End,Boston,MA,02116,"Boston, MA",Townhouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,160.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1049,11771810,South End,Boston,MA,02116,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,250.0,,,,,,,,,
1050,6348631,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,,149.0,950.0,3350.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0
1051,9840919,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,175.0,,,90.0,9.0,10.0,10.0,10.0,10.0,10.0
1052,5734770,South End,Boston,MA,02116,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,150.0,850.0,2900.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0
1053,8480507,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.5,1.0,1.0,Real Bed,,250.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1054,9430774,South End,Boston,MA,02118,"Boston, MA",Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,100.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1055,4364925,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,7,1.0,2.0,3.0,Real Bed,,200.0,,,95.0,10.0,10.0,10.0,10.0,10.0,10.0
1056,12426977,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,120.0,,,93.0,9.0,8.0,10.0,10.0,9.0,9.0
1057,7511737,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,150.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1058,7694365,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,152.0,,,100.0,10.0,10.0,10.0,10.0,,10.0
1059,12508801,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,,200.0,,,100.0,10.0,10.0,10.0,10.0,10.0,9.0
1060,10083878,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,170.0,,,97.0,10.0,10.0,10.0,10.0,10.0,10.0
1061,990668,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.5,1.0,1.0,Real Bed,,157.0,,,98.0,10.0,10.0,10.0,10.0,10.0,9.0
1062,10427882,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,229.0,,,93.0,9.0,10.0,10.0,9.0,9.0,10.0
1063,639111,South End,Boston,MA,,"Boston, MA",Bed & Breakfast,Private room,3,1.0,1.0,2.0,Real Bed,,299.0,,,,,,,,,
1064,14933461,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,165.0,,,,,,,,,
1065,6677700,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,210.0,,,89.0,10.0,9.0,10.0,9.0,10.0,9.0
1066,8316068,South End,Boston,MA,02118,"Boston, MA",Condominium,Private room,2,1.5,1.0,1.0,Real Bed,,110.0,805.0,2345.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0
1067,8381472,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,400.0,,,,,,,,,
1069,6759439,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,147.0,,,,,,,,,
1070,6038520,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,200.0,1050.0,,98.0,10.0,10.0,10.0,10.0,10.0,10.0
1071,3236496,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,115.0,850.0,3200.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1072,8200839,South End,Boston,MA,02118,"Boston, MA",Condominium,Private room,2,1.5,1.0,1.0,Real Bed,,110.0,648.0,2183.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0
1073,1106555,South End,Boston,MA,02118,"Boston, MA",Other,Shared room,1,0.0,1.0,1.0,Airbed,,500.0,,,94.0,9.0,9.0,9.0,10.0,10.0,9.0
1074,6939126,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,250.0,,,77.0,8.0,7.0,9.0,9.0,10.0,8.0
1075,14304682,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,149.0,,,,,,,,,
1076,8595650,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,200.0,1000.0,3000.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0
1077,2549840,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,8,2.5,3.0,4.0,Real Bed,,417.0,,,90.0,10.0,9.0,9.0,9.0,9.0,9.0
1079,4364989,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,175.0,,,95.0,10.0,10.0,10.0,10.0,10.0,10.0
1080,14091605,South End,Boston,MA,02118,"Boston, MA",Loft,Private room,2,1.0,1.0,1.0,Real Bed,,69.0,,,94.0,9.0,10.0,10.0,10.0,10.0,10.0
1081,6758482,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,150.0,950.0,,,,,,,,
1082,7856208,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,180.0,700.0,2700.0,,,,,,,
1083,6758443,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,150.0,,,90.0,9.0,10.0,10.0,10.0,9.0,8.0
1084,6758462,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,137.0,,,,,,,,,
1086,14819274,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,199.0,,,,,,,,,
1087,7377034,South End,Boston,MA,02118,"Boston, MA",Condominium,Private room,4,1.0,1.0,2.0,Real Bed,,133.0,,,95.0,10.0,10.0,10.0,10.0,9.0,9.0
1088,8201104,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,5,1.5,3.0,3.0,Real Bed,,299.0,1699.0,5999.0,100.0,8.0,8.0,10.0,10.0,10.0,8.0
1089,13460331,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,1,1.5,1.0,1.0,Real Bed,,135.0,,,100.0,10.0,10.0,9.0,10.0,10.0,10.0
1090,14770892,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,275.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1091,453660,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Futon,,99.0,,,96.0,9.0,9.0,10.0,10.0,10.0,9.0
1092,14589341,South End,Boston,MA,02118,"Boston, MA",Bed & Breakfast,Private room,3,1.0,1.0,2.0,Real Bed,,350.0,,,,,,,,,
1093,12049787,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,,170.0,,,88.0,9.0,9.0,9.0,8.0,10.0,9.0
1094,3808557,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,450.0,,,100.0,10.0,9.0,10.0,10.0,10.0,10.0
1095,1119740,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,,1.0,Real Bed,,186.0,,4563.0,,,,,,,
1096,2513870,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,300.0,,5500.0,,,,,,,
1097,12034317,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,200.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1098,3842286,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,189.0,,,99.0,10.0,10.0,10.0,10.0,10.0,10.0
1099,13377097,South End,Boston,MA,02116,"Boston, MA",Townhouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,150.0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0
1100,7920541,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,179.0,,,96.0,9.0,10.0,10.0,10.0,9.0,9.0
1101,2694019,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,250.0,,,90.0,9.0,9.0,9.0,10.0,10.0,9.0
1102,11590512,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,229.0,,,92.0,10.0,10.0,9.0,10.0,8.0,9.0
1103,10656576,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,,250.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1104,5593888,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,89.0,550.0,1800.0,86.0,9.0,8.0,10.0,10.0,9.0,9.0
1105,9706279,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,80.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1106,14817983,South End,Boston,MA,02118,"Boston, MA",Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,119.0,,,,,,,,,
1107,7592616,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,140.0,,,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1108,826555,South End,Boston,MA,02116,"Boston, MA",Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,84.0,488.0,1722.0,80.0,6.0,10.0,10.0,10.0,10.0,10.0
1110,13605430,South End,Boston,MA,02118,"Boston, MA",Condominium,Entire home/apt,2,1.0,2.0,1.0,Real Bed,,250.0,,,,,,,,,
1111,10656206,South End,Boston,MA,02118,"Boston, MA",Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,200.0,,,93.0,9.0,9.0,10.0,10.0,10.0,8.0
