,listing_id,f,t,popularity
431,2043541,85.0,280.0,0.2328767123287671
432,2061478,65.0,300.0,0.1780821917808219
433,2077794,219.0,146.0,0.6
434,2108738,365.0,0.0,1.0
435,2114274,41.0,324.0,0.11232876712328767
436,2126053,201.0,164.0,0.5506849315068493
437,2135075,41.0,324.0,0.11232876712328767
438,2135451,152.0,213.0,0.41643835616438357
439,2167993,36.0,329.0,0.09863013698630137
440,2174476,39.0,326.0,0.10684931506849316
441,2174711,47.0,318.0,0.12876712328767123
442,2183058,66.0,299.0,0.18082191780821918
443,2183117,234.0,131.0,0.6410958904109589
444,2186358,158.0,207.0,0.4328767123287671
445,2187766,273.0,92.0,0.7479452054794521
446,2189086,98.0,267.0,0.2684931506849315
447,2214923,279.0,86.0,0.7643835616438356
448,2215762,56.0,309.0,0.15342465753424658
449,2216767,72.0,293.0,0.19726027397260273
450,2219399,17.0,348.0,0.04657534246575343
451,2227959,329.0,36.0,0.9013698630136986
452,2243499,158.0,207.0,0.4328767123287671
453,2246959,223.0,142.0,0.6109589041095891
454,2247190,224.0,141.0,0.6136986301369863
455,2260501,1.0,364.0,0.0027397260273972603
456,2260547,0.0,365.0,0.0
457,2277821,21.0,344.0,0.057534246575342465
458,2278704,22.0,343.0,0.06027397260273973
459,2292495,46.0,319.0,0.12602739726027398
460,2294730,117.0,248.0,0.32054794520547947
461,2295530,123.0,242.0,0.336986301369863
462,2301709,47.0,318.0,0.12876712328767123
463,2308630,365.0,0.0,1.0
464,2326445,319.0,46.0,0.873972602739726
465,2331886,325.0,40.0,0.8904109589041096
466,2360109,11.0,354.0,0.030136986301369864
467,2365632,307.0,58.0,0.8410958904109589
468,2372987,61.0,304.0,0.16712328767123288
469,2374089,357.0,8.0,0.9780821917808219
470,2376518,53.0,312.0,0.14520547945205478
471,2378421,219.0,146.0,0.6
472,2384107,360.0,5.0,0.9863013698630136
473,2384581,0.0,365.0,0.0
474,2395326,307.0,58.0,0.8410958904109589
475,2410846,36.0,329.0,0.09863013698630137
476,2412715,365.0,0.0,1.0
477,2423613,365.0,0.0,1.0
478,2429961,42.0,323.0,0.11506849315068493
479,2441095,17.0,348.0,0.04657534246575343
480,2443944,365.0,0.0,1.0
481,2473997,279.0,86.0,0.7643835616438356
482,2481019,54.0,311.0,0.14794520547945206
483,2495047,55.0,310.0,0.1506849315068493
484,2513870,365.0,0.0,1.0
485,2515870,360.0,5.0,0.9863013698630136
486,2526773,93.0,272.0,0.2547945205479452
487,2529318,217.0,148.0,0.5945205479452055
488,2538536,32.0,333.0,0.08767123287671233
489,2547075,34.0,331.0,0.09315068493150686
490,2547129,227.0,138.0,0.6219178082191781
491,2549840,73.0,292.0,0.2
492,2555771,32.0,333.0,0.08767123287671233
493,2564544,32.0,333.0,0.08767123287671233
494,2573685,69.0,296.0,0.18904109589041096
495,2583074,33.0,332.0,0.09041095890410959
496,2592416,277.0,88.0,0.7589041095890411
497,2621242,299.0,66.0,0.8191780821917808
498,2633478,7.0,358.0,0.019178082191780823
499,2634361,344.0,21.0,0.9424657534246575
500,2634499,341.0,24.0,0.9342465753424658
501,2636365,346.0,19.0,0.947945205479452
502,2649521,116.0,249.0,0.3178082191780822
503,2656568,365.0,0.0,1.0
504,2657905,95.0,270.0,0.2602739726027397
505,2658094,75.0,290.0,0.2054794520547945
506,2660908,364.0,1.0,0.9972602739726028
507,2663667,335.0,30.0,0.9178082191780822
508,2672058,362.0,3.0,0.9917808219178083
509,2682662,35.0,330.0,0.0958904109589041
510,2683284,21.0,344.0,0.057534246575342465
511,2684840,365.0,0.0,1.0
512,2694019,194.0,171.0,0.5315068493150685
513,2698996,28.0,337.0,0.07671232876712329
514,2701124,63.0,302.0,0.1726027397260274
515,2706986,282.0,83.0,0.7726027397260274
516,2715779,365.0,0.0,1.0
517,2722165,313.0,52.0,0.8575342465753425
518,2723274,365.0,0.0,1.0
519,2729015,268.0,97.0,0.7342465753424657
520,2747654,60.0,305.0,0.1643835616438356
521,2754149,120.0,245.0,0.3287671232876712
522,2754975,111.0,254.0,0.3041095890410959
523,2764624,13.0,352.0,0.03561643835616438
524,2769450,49.0,316.0,0.13424657534246576
525,2776143,85.0,280.0,0.2328767123287671
526,2776391,61.0,304.0,0.16712328767123288
527,2778656,365.0,0.0,1.0
528,2794782,41.0,324.0,0.11232876712328767
529,2798599,117.0,248.0,0.32054794520547947
530,2798787,89.0,276.0,0.24383561643835616
531,2810123,365.0,0.0,1.0
532,2811937,30.0,335.0,0.0821917808219178
533,2821825,1.0,364.0,0.0027397260273972603
534,2821921,56.0,309.0,0.15342465753424658
